material_id,formula,space_group,nsites,count_unique_TM,count_TM,count_unique_C,count_C,consensus_formula,ab_angle(degree),caxis
mp-1224980,FeCu3S8,R-3,12,2,4,1,8,Cu3FeS8,120.0000028971713,9.952292
mp-1225005,Fe2CuS3,P1,24,2,3,1,3,CuFe2S3,60.55252270839349,10.833268
mp-1225166,Fe4Te3S,P4mm,8,1,4,2,4,Fe4STe3,90.0,12.828124
mp-1225174,Fe(CoSe2)2,Cm,7,2,2,1,2,CoFeSe2,90.0,-5.38173
mp-1225183,Fe3Te2Se,P4mm,12,1,3,2,3,Fe3SeTe2,90.0,18.844184
mp-1225289,Dy2TeS2,Immm,5,1,2,2,3,Dy2S2Te,90.0,13.587141
mp-1225299,Eu2SeS,R-3m,4,1,2,2,2,Eu2SSe,120.00000589538332,20.781407
mp-1225330,Dy4CdS7,Cm,12,2,5,1,7,CdDy4S7,90.0,-11.204711
mp-1225331,Dy4CdSe7,Cm,12,2,5,1,7,CdDy4Se7,90.0,-11.751206
mp-1225403,Dy(CuSe)3,R-3,14,2,2,1,1,CuDySe,120.0000018847306,19.68423
mp-1225442,Dy4FeSe7,Cm,12,2,5,1,7,Dy4FeSe7,90.0,-11.576905
mp-1225604,FeNi35S32,I222,68,2,36,1,32,FeNi35S32,90.0,18.744238
mp-1225724,Dy(CuS)3,R-3,14,2,2,1,1,CuDyS,119.99999641013262,19.053854
mp-1225994,CoTeSe,P3m1,3,1,1,2,2,CoSeTe,119.99998833220629,5.423938
mp-1226013,CoNiSe2,P-3m1,4,2,2,1,2,CoNiSe2,119.99999482020904,5.171631
mp-1226030,CoSeS,P2_13,12,1,1,2,2,CoSSe,90.0,5.66823
mp-1226038,Cr5(Te3Se)2,P3m1,13,1,5,2,4,Cr5SeTe3,120.00001408898036,25.062668
mp-1226040,CoRuS4,P2_1/c,12,2,2,1,4,CoRuS4,90.0,-5.613802
mp-1226065,CoNi5S8,F-43m,14,2,6,1,8,CoNi5S8,90.0,9.422467
mp-1226084,CoNiSe4,P2_1/c,12,2,2,1,4,CoNiSe4,90.0,-5.897728
mp-1226240,CrFeS2,P-3m1,4,2,2,1,2,CrFeS2,119.99999945193454,5.315895
mp-1226309,CrCuS4,P2_1/c,12,2,2,1,4,CrCuS4,90.0,-5.792807
mp-1226336,CrFeS4,Imma,12,2,2,1,4,CrFeS4,90.0,9.568789
mp-1226346,Cr3(TeSe)2,C2/m,7,1,3,2,2,Cr3SeTe,90.0,-5.963994
mp-1226384,Gd(CuS)3,R-3,14,2,2,1,1,CuGdS,119.99999746977663,19.339718
mp-1226452,Cr5NiS8,P-1,14,2,6,1,8,Cr5NiS8,116.12688275464127,5.823149
mp-1226483,CeThS2,P4/mmm,4,2,2,1,2,CeThS2,90.0,5.691377
mp-1226502,CeNdS2,R-3m,4,2,2,1,2,CeNdS2,119.99999239160054,20.033257
mp-1226505,Cr11NiS16,C2/m,28,2,12,1,16,Cr11NiS16,90.0,-21.49404
mp-1226571,CeSm3S4,C2/m,8,2,4,1,4,CeSm3S4,90.0,-6.848999
mp-1226707,Cr12Fe3S20,P-1,35,2,15,1,20,Cr12Fe3S20,88.62155320332484,8.212021
mp-1226715,CdFeS2,R3m,4,2,2,1,2,CdFeS2,120.00000209490442,19.740379
mp-1226729,CdHgSe2,P-4m2,4,2,2,1,2,CdHgSe2,90.0,6.23243
mp-1226763,CdFeS2,P3m1,4,2,2,1,2,CdFeS2,119.99999380598466,6.629868
mp-1226783,Cd4Te3Se,Pmm2,8,1,4,2,4,Cd4SeTe3,90.0,9.263386
mp-1226811,Cd4Te3Se,R3m,8,1,4,2,4,Cd4SeTe3,120.00000720504812,45.125295
mp-1226917,Cd3FeSe4,P3m1,8,2,4,1,4,Cd3FeSe4,90.0,-14.121204
mp-1226940,Cd2TeSe,R3m,4,1,2,2,2,Cd2SeTe,120.00001470884764,22.193476
mp-1226950,Cd2TeS,P3m1,4,1,2,2,2,Cd2STe,119.99999178205019,7.269635
mp-1226952,Cd2TeSe,P-4m2,4,1,2,2,2,Cd2SeTe,90.0,6.393837
mp-1227608,La12Fe11S30,Cm,53,2,23,1,30,Fe11La12S30,90.0,-11.070614
mp-1238827,Cr2AgS4,Fd-3m,28,2,3,1,4,AgCr2S4,90.0,10.179274
mp-1238831,Cr2AgS4,P2/m,14,2,3,1,4,AgCr2S4,90.0,-6.37946
mp-1238841,Cr2CuS4,Pmmn,28,2,3,1,4,Cr2CuS4,90.0,12.036727
mp-1238890,Cr2HgS4,C2/m,14,2,3,1,4,Cr2HgS4,90.0,-5.457887
mp-1239195,Cr2CuS4,Pnma,28,2,3,1,4,Cr2CuS4,90.0,11.957597
mp-1245981,Y2Pt2S7,Fd-3m,22,2,4,1,7,Pt2Y2S7,90.0,12.243545
mp-12843,YCuS2,P2_12_12_1,16,2,2,1,2,CuYS2,90.0,13.484322
mp-12984,TbCuSe2,P2_1/c,16,2,2,1,2,CuTbSe2,90.0,-7.06138
mp-13993,Ti3NiS6,R-3,10,2,4,1,6,NiTi3S6,120.00000389604642,17.036483
mp-13994,Ti3NiS6,P-31c,20,2,4,1,6,NiTi3S6,120.00001108921528,11.358008
mp-14928,Sc2MnSe4,Fd-3m,14,2,3,1,4,MnSc2Se4,90.0,11.150711
mp-15065,Cu(IrS2)2,Fd-3m,14,2,2,1,2,CuIrS2,90.0,9.936472
mp-15227,NdPd3S4,Pm-3n,16,2,4,1,4,NdPd3S4,90.0,6.768781
mp-15614,Cu(RhSe2)2,Fd-3m,14,2,2,1,2,CuRhSe2,90.0,10.402316
mp-15931,NdCrS3,Pnma,20,2,2,1,3,CrNdS3,90.0,13.040862
mp-15932,SmCrS3,Pnma,20,2,2,1,3,CrSmS3,90.0,12.902269
mp-15974,Mn(CrS2)2,Fd-3m,14,2,2,1,2,CrMnS2,90.0,10.129749
mp-16267,Dy2CdS4,Fd-3m,14,2,3,1,4,CdDy2S4,90.0,11.302604
mp-16335,Ti3FeS6,P-31c,20,2,4,1,6,FeTi3S6,120.00000213321259,11.594069
mp-18010,Ta2Pd3Se8,Pbam,26,2,5,1,8,Pd3Ta2Se8,90.0,15.648096
mp-19924,USeS,Pnma,12,1,1,2,2,USSe,90.0,8.667688
mp-20775,CeDyS3,Pnma,20,2,2,1,3,CeDyS3,90.0,15.290163
mp-20953,CeScS3,Pnma,20,2,2,1,3,CeScS3,90.0,9.550712
mp-21037,U2FeS5,C2/c,16,2,3,1,5,FeU2S5,90.0,-6.889637
mp-21103,UPdSe3,Pnma,20,2,2,1,3,PdUSe3,90.0,8.820907
mp-21217,URhS3,Pnma,20,2,2,1,3,RhUS3,90.0,8.451047
mp-21299,Cr2CoS4,Fd-3m,14,2,3,1,4,CoCr2S4,90.0,9.780014
mp-21583,Sc(US2)3,Pnnm,40,2,2,1,2,ScUS2,90.0,16.319774
mp-21584,Ta11(CoSe4)2,Pnnm,42,2,12,1,4,CoTa11Se4,90.0,19.641195
mp-21656,Ta11(FeSe4)2,Pnnm,42,2,12,1,4,FeTa11Se4,90.0,19.710283
mp-21855,VCu3Se4,P-43m,8,2,4,1,4,Cu3VSe4,90.0,5.65054
mp-22605,Cr2CdSe4,Fd-3m,14,2,3,1,4,CdCr2Se4,90.0,10.878485
mp-22667,UFeS3,Cmcm,10,2,2,1,3,FeUS3,90.0,8.491823
mp-22744,Ta11(NiSe4)2,Pnnm,42,2,12,1,4,NiTa11Se4,90.0,19.654586
mp-28019,NbCrSe5,P2_1/m,14,2,2,1,5,CrNbSe5,90.0,-9.434543
mp-28888,Cu(PtS2)2,P2/m,28,2,2,1,2,CuPtS2,90.0,-5.83956
mp-29091,Ti(CuS)4,I-42m,9,2,2,1,1,CuTiS,90.0,10.610898
mp-31273,La2CuS4,P2_1/c,28,2,3,1,4,CuLa2S4,90.0,-10.54946
mp-33775,La5AgSe8,I-4,14,2,6,1,8,AgLa5Se8,90.0,9.160907
mp-34175,Ce2CdSe4,I-42d,14,2,3,1,4,CdCe2Se4,90.0,9.30163
mp-34289,TiNbS4,C2/m,6,2,2,1,4,NbTiS4,90.0,-5.312956
mp-34309,Pr2EuS4,I-42d,14,2,3,1,4,EuPr2S4,90.0,8.670889
mp-3497,FeCuS2,I-42d,8,2,2,1,2,CuFeS2,90.0,10.229841
mp-34987,Sm(DyS2)2,I-42d,14,2,2,1,2,DySmS2,90.0,8.331906
mp-35281,Sm2CdS4,I-42d,14,2,3,1,4,CdSm2S4,90.0,8.769328
mp-3532,CrAgSe2,R3m,4,2,2,1,2,AgCrSe2,119.99999570742213,21.130404
mp-35801,U12Ir4Se31,I4/mmm,47,2,16,1,31,Ir4U12Se31,90.0,13.724198
mp-36395,La2CdS4,I-42d,14,2,3,1,4,CdLa2S4,90.0,9.008723
mp-3652,Ta9(FeS3)2,P-62m,34,2,10,1,3,FeTa9S3,119.99999852970302,6.592285
mp-36592,Nd5AgSe8,I-4,14,2,6,1,8,AgNd5Se8,90.0,9.018489
mp-36912,Pr2CdS4,I-42d,14,2,3,1,4,CdPr2S4,90.0,8.932835
mp-37045,Ce2SmS4,I-42d,14,2,3,1,4,Ce2SmS4,90.0,8.578166
mp-37386,La2SmS4,I-42d,14,2,3,1,4,La2SmS4,90.0,8.651493
mp-37478,La5AgS8,I-4,14,2,6,1,8,AgLa5S8,90.0,8.783358
mp-37521,Nd2USe4,I-42d,14,2,3,1,4,Nd2USe4,90.0,8.83766
mp-3762,VCu3S4,P-43m,8,2,4,1,4,Cu3VS4,90.0,5.412868
mp-37693,Nd2EuS4,I-42d,14,2,3,1,4,EuNd2S4,90.0,8.603904
mp-37920,AgAuS2,Pccm,8,2,2,1,2,AgAuS2,90.0,7.933298
mp-3824,Ta9(NiS3)2,P-62m,17,2,10,1,3,NiTa9S3,119.99999610737069,3.396525
mp-38971,Eu(YS2)2,I-42d,14,2,2,1,2,EuYS2,90.0,8.411201
mp-4338,Cr2CdS4,Fd-3m,14,2,3,1,4,CdCr2S4,90.0,10.325308
mp-4909,V2NiS4,C2/m,7,2,3,1,4,NiV2S4,90.0,-5.272463
mp-5014,CuAgS,Pnma,12,2,2,1,1,AgCuS,90.0,8.290497
mp-505244,FeCuSe2,P-42m,16,2,2,1,2,CuFeSe2,90.0,11.229975
mp-5090,Ti2FeSe4,C2/m,7,2,3,1,4,FeTi2Se4,90.0,-5.557494
mp-510528,GdCuSe2,P2_1/c,16,2,2,1,2,CuGdSe2,90.0,-7.063134
mp-530588,Dy(CrS2)3,Pmn2_1,80,2,2,1,2,CrDyS2,90.0,12.652062
mp-530701,Ni5(Mo3Se4)8,P1,61,2,8,1,4,Mo3Ni5Se4,90.78463320211627,27.187673
mp-531882,U7(Pd3S4)8,Im-3,63,2,10,1,4,Pd3U7S4,90.0,13.381594
mp-532329,Fe3(CuS5)2,P1,60,2,4,1,5,CuFe3S5,89.92364892716147,27.848154
mp-540544,U8CrS17,C2/m,26,2,9,1,17,CrU8S17,90.0,-10.134296
mp-541183,Ta2NiSe7,C2/m,20,2,3,1,7,NiTa2Se7,90.0,-17.758935
mp-554416,Ta4FeS8,P6_3/mmc,26,2,5,1,8,FeTa4S8,119.99999544109092,11.749648
mp-555276,Sm2US5,Pnma,32,2,3,1,5,Sm2US5,90.0,11.875763
mp-556107,Nd6Nb5S16,Amm2,54,2,11,1,16,Nb5Nd6S16,90.0,22.94817
mp-557833,Ti(Ag4S3)2,Pna2_1,60,2,5,1,3,Ag4TiS3,90.0,15.34961
mp-560046,Ta2Pt3S8,Pbam,26,2,5,1,8,Pt3Ta2S8,90.0,14.691202
mp-5602,Cr2HgSe4,Fd-3m,14,2,3,1,4,Cr2HgSe4,90.0,10.90658
mp-561419,V2FeS4,C2/m,7,2,3,1,4,FeV2S4,90.0,-5.248146
mp-5621,NbCu3S4,P-43m,8,2,4,1,4,Cu3NbS4,90.0,5.52492
mp-562537,Ta2Ni3S8,Pbam,26,2,5,1,8,Ni3Ta2S8,90.0,14.220045
mp-569662,V2NiSe4,C2/m,7,2,3,1,4,NiV2Se4,90.0,-11.906784
mp-570420,Nb2CrSe4,P6_3/mmc,28,2,3,1,4,CrNb2Se4,120.0000048169254,12.482405
mp-570708,CrAgSe2,R3m,4,2,2,1,2,AgCrSe2,119.99999368091304,22.857753
mp-5737,TbCuS2,P2_1/c,16,2,2,1,2,CuTbS2,90.0,-6.708776
mp-5749,Cr2FeSe4,C2/m,7,2,3,1,4,Cr2FeSe4,90.0,-5.575465
mp-5766,CeCuS2,P2_1/c,16,2,2,1,2,CeCuS2,90.0,-6.835175
mp-603934,Fe2CuS3,Pnma,24,2,3,1,3,CuFe2S3,90.0,-6.535518
mp-605485,Fe2CuS3,Pnma,24,2,3,1,3,CuFe2S3,90.0,-6.37779
mp-619067,U3Cu2S7,P6_3,24,2,5,1,7,Cu2U3S7,119.9999960566497,5.6805
mp-631573,Re2AuSe,F-43m,4,2,3,1,1,AuRe2Se,90.0,6.424193
mp-672235,Co(NiS2)2,Fd-3m,14,2,2,1,2,CoNiS2,90.0,9.387033
mp-673844,Cr(FeSe2)2,P1,7,2,2,1,2,CrFeSe2,90.44448407721204,5.345032
mp-674310,Cr4Cu3Se8,Imm2,15,2,7,1,8,Cr4Cu3Se8,90.0,10.634008
mp-674343,Ti10Cu7S20,Cm,37,2,17,1,20,Cu7Ti10S20,90.0,-29.329611
mp-674348,Gd2MnS4,I-42d,14,2,3,1,4,Gd2MnS4,90.0,8.657025
mp-674352,TaAg7S6,P1,14,2,8,1,6,Ag7TaS6,118.36421562573942,6.322115
mp-674499,Nb17Ir3S40,C2/m,60,2,20,1,40,Ir3Nb17S40,90.0,-18.971053
mp-675160,Ce11MnS16,P2_12_12,56,2,12,1,16,Ce11MnS16,90.0,17.046666
mp-675208,Co(Mo3Se4)4,P1,29,2,4,1,4,CoMo3Se4,62.504444607638035,7.89755
mp-675223,La4Ag2Se7,Pc,26,2,6,1,7,Ag2La4Se7,90.0,-7.554128
mp-675290,Nb9IrSe20,P-1,30,2,10,1,20,IrNb9Se20,111.00381735728816,11.296891
mp-675349,DyCuSe2,P3m1,4,2,2,1,2,CuDySe2,119.99998183332656,6.414456
mp-675367,Nb3IrS8,C2/c,24,2,4,1,8,IrNb3S8,119.63085267732232,12.757565
mp-675396,Sm3Eu3S8,C2,14,2,6,1,8,Eu3Sm3S8,90.0,-6.086891
mp-675420,Pr4Ag2Se7,Pc,26,2,6,1,7,Ag2Pr4Se7,90.0,-7.459287
mp-675430,Sm4Ag2Se7,Pc,26,2,6,1,7,Ag2Sm4Se7,90.0,-7.372324
mp-675633,Ag4AuS2,P2/m,7,2,5,1,2,Ag4AuS2,89.63717310709517,6.881395
mp-675678,Nd4Ag2Se7,Pc,26,2,6,1,7,Ag2Nd4Se7,90.0,-7.432927
mp-675745,Cu(Mo3S4)2,P1,30,2,4,1,4,CuMo3S4,93.65097677316308,12.917641
mp-675830,FeCu5S4,Pm,10,2,6,1,4,Cu5FeS4,90.0,-6.376798
mp-675895,La3Fe2S7,P6_3,24,2,5,1,7,Fe2La3S7,120.00000313515162,5.937519
mp-675902,YCuSe2,P3m1,4,2,2,1,2,CuYSe2,119.99999948274743,6.472757
mp-676073,Cr2CoSe4,P-1,7,2,3,1,4,CoCr2Se4,98.91121997670095,5.587115
mp-676083,Ce2USe4,I-42d,14,2,3,1,4,Ce2USe4,90.0,8.832283
mp-676143,Ce5AgSe8,I-4,14,2,6,1,8,AgCe5Se8,90.0,9.023976
mp-676144,Ti(CrS2)2,P1,7,2,2,1,2,CrTiS2,93.95141577509358,4.921815
mp-676284,YAgSe2,Cm,8,2,2,1,2,AgYSe2,89.9935686138082,6.049908
mp-676348,NbAg7S6,P1,14,2,8,1,6,Ag7NbS6,118.61189004208171,6.356676
mp-676377,Ti2CuS4,Cc,14,2,3,1,4,CuTi2S4,118.38825295749601,6.177098
mp-676424,Sm(GdS2)2,I-42d,14,2,2,1,2,GdSmS2,90.0,8.42549
mp-676854,Ta14(CuS8)3,P1,41,2,15,1,8,CuTa14S8,101.39692471379466,12.940168
mp-677055,ScCuSe2,P2_1/c,32,2,2,1,2,CuScSe2,90.0,-9.283514
mp-685767,Ta24Ti5Se48,R-3,77,2,29,1,48,Ta24Ti5Se48,120.00000060526376,39.055335
mp-685820,Sc10Mn17S32,P1,59,2,27,1,32,Mn17Sc10S32,61.209095340147265,23.807527
mp-685926,Nd10US16,P-4,27,2,11,1,16,Nd10US16,90.0,8.537381
mp-685980,NiMo3S4,P-1,16,2,4,1,4,Mo3NiS4,91.39804169770485,6.469486
mp-686094,Ti3CuS6,P3m1,120,2,4,1,6,CuTi3S6,120.00000185687901,51.803187
mp-686354,Cr2CoSe4,P1,56,2,3,1,4,CoCr2Se4,95.70963607835057,41.256084
mp-686369,Ta22(CuS12)3,Cm,61,2,23,1,12,CuTa22S12,90.0,-25.90698
mp-686487,Th2(Mo3S4)5,P-1,148,2,5,1,4,Mo3Th2S4,91.32072425449675,45.705174
mp-695771,Eu(Ni3S4)2,R-3,15,2,4,1,4,EuNi3S4,89.52889904994562,6.233738
mp-696867,V4NiS8,C2/m,13,2,5,1,8,NiV4S8,118.62462051739378,5.683351
mp-7116,Nb3CoS6,P6_322,20,2,4,1,6,CoNb3S6,119.99999546079573,11.67566
mp-7443,Nb2CrSe4,C2/m,7,2,3,1,4,CrNb2Se4,90.0,-5.756587
mp-767157,Ti16CuS32,R3m,49,2,17,1,32,CuTi16S32,119.99999230147041,68.410509
mp-7792,YScS3,Pnma,20,2,2,1,3,ScYS3,90.0,9.550257
mp-7823,V2NiSe4,C2/m,7,2,3,1,4,NiV2Se4,90.0,-5.518838
mp-8436,Ta2PdSe6,C2/m,9,2,3,1,6,PdTa2Se6,90.0,-9.512838
mp-861512,PrCrSe3,Pnma,20,2,2,1,3,CrPrSe3,90.0,13.796982
mp-961651,ZrFeSe,F-43m,3,2,2,1,1,FeZrSe,90.0,5.850999
mp-961658,VFeSe,F-43m,3,2,2,1,1,FeVSe,90.0,5.574053
mp-985277,Ce2USe5,Pnma,32,2,3,1,5,Ce2USe5,90.0,12.433207
mp-989651,HfTeSe4,P2/m,6,1,1,2,5,HfSe4Te,90.0,-6.848596
mp-990091,Ag2WS4,Pnma,28,2,3,1,4,Ag2WS4,90.0,12.05865
mp-9942,Ti2FeS4,C2/m,7,2,3,1,4,FeTi2S4,90.0,-5.269907
mp-999139,TaHgS2,R-3m,4,2,2,1,2,HgTaS2,120.00000396375026,29.098373
mvc-11245,Zn(FeS2)2,Fd-3m,14,2,2,1,2,FeZnS2,90.0,9.80834
mvc-11251,Ti2ZnS4,Fd-3m,14,2,3,1,4,Ti2ZnS4,90.0,10.252625
mvc-11273,Zn(NiS2)4,R-3m,13,2,2,1,2,NiZnS2,119.99999707266555,16.661944
mvc-11275,V4ZnS8,R-3m,13,2,5,1,8,V4ZnS8,119.99999325699604,17.174623
mvc-11285,Zn(CoS2)4,R-3m,13,2,2,1,2,CoZnS2,119.9999917693903,17.769894
mvc-11286,Zn(NiS2)4,R-3m,13,2,2,1,2,NiZnS2,119.99999689768944,17.369218
mvc-11418,V4ZnS8,R-3m,13,2,5,1,8,V4ZnS8,119.9999950922849,19.452233
mvc-11745,Zn(CrS2)4,R-3m,13,2,2,1,2,CrZnS2,119.9999984175289,18.201346
mvc-12340,Mn4ZnS8,R-3m,13,2,5,1,8,Mn4ZnS8,120.00000195898893,17.337279
mvc-12347,Zn(CrS2)4,R-3m,13,2,2,1,2,CrZnS2,119.99999528349777,17.047457
mvc-12951,Mn4ZnS8,R-3m,13,2,5,1,8,Mn4ZnS8,120.00000824926238,18.343387
mvc-12967,ZnNi2S5,Pmmn,16,2,3,1,5,Ni2ZnS5,90.0,-13.330146
mvc-14772,V2ZnS4,F-43m,14,2,3,1,4,V2ZnS4,90.0,-5.830908
mvc-16256,ZnCr2S5,Pmmn,16,2,3,1,5,Cr2ZnS5,90.0,-13.990581
mvc-16600,Y(MnS2)2,Imma,14,2,2,1,2,MnYS2,90.0,-5.402038
mvc-16616,Y(VS2)2,Imma,14,2,2,1,2,VYS2,90.0,-5.31064
mvc-16628,Ti2ZnS4,Imma,14,2,3,1,4,Ti2ZnS4,90.0,-5.037577
mvc-16728,Y(VS2)2,I4_1/amd,14,2,2,1,2,VYS2,90.0,11.040472
mvc-16729,Y(MnS2)2,I4_1/amd,14,2,2,1,2,MnYS2,90.0,11.0845
mvc-16734,Y(CrS2)2,I4_1/amd,14,2,2,1,2,CrYS2,90.0,10.952812
mvc-16741,Y(TiS2)2,I4_1/amd,14,2,2,1,2,TiYS2,90.0,11.15021
mvc-16744,Y(CoS2)2,I4_1/amd,14,2,2,1,2,CoYS2,90.0,10.386952
mvc-16769,Y(CrS2)2,Imma,14,2,2,1,2,CrYS2,119.28138749309856,-6.115383
mvc-16778,Y(CoS2)2,Imma,14,2,2,1,2,CoYS2,118.65606389197667,-5.978175
mvc-16784,Zn(CoS2)2,Imma,14,2,2,1,2,CoZnS2,90.0,9.546252
mvc-16786,Zn(NiS2)2,P-1,14,2,2,1,2,NiZnS2,60.495391762378574,5.686103
mvc-16787,Zn(CrS2)2,Imma,14,2,2,1,2,CrZnS2,92.29810440574568,5.070903
mvc-16790,Y(TiS2)2,Imma,14,2,2,1,2,TiYS2,90.0,10.168131
mvc-16792,Y(MnS2)2,C2/m,14,2,2,1,2,MnYS2,61.01874563140736,6.226892
mvc-98,Zn(CoS2)2,Fd-3m,14,2,2,1,2,CoZnS2,90.0,9.624582
mp-1001016,Sc2ZnSe4,Fd-3m,14,2,3,1,4,Sc2ZnSe4,90.0,11.069895
mp-1006367,Ce2HfSe5,Pnma,32,2,3,1,5,Ce2HfSe5,90.0,11.971076
mp-1008631,VCoTe,F-43m,3,2,2,1,1,CoVTe,90.0,5.864668
mp-1008872,MnFeTe,F-43m,3,2,2,1,1,FeMnTe,90.0,5.846368
mp-1008874,MnCoTe,F-43m,3,2,2,1,1,CoMnTe,90.0,5.86
mp-1009592,CrFeTe,F-43m,3,2,2,1,1,CrFeTe,90.0,5.874169
mp-1009593,CrCoTe,F-43m,3,2,2,1,1,CoCrTe,90.0,5.88202
mp-1017534,ZnCdSe2,P-4m2,4,2,2,1,2,CdZnSe2,90.0,5.996465
mp-1018020,NiAgSe2,R3m,4,2,2,1,2,AgNiSe2,120.00000675425117,20.760968
mp-1018083,CrCdTe2,P-4m2,4,2,2,1,2,CdCrTe2,90.0,6.513656
mp-1018084,CrAgTe2,R3m,4,2,2,1,2,AgCrTe2,119.99999564456002,21.809493
mp-1021670,TiAgSe2,R3m,4,2,2,1,2,AgTiSe2,119.99998889995655,22.124367
mp-1023928,MoWSe4,P3m1,6,2,2,1,4,MoWSe4,120.00001673199434,23.619322
mp-1023941,Te4MoW,P3m1,6,2,2,1,4,MoWTe4,119.99999847705192,25.048577
mp-1023943,TeWSe,P3m1,6,1,1,2,2,WSeTe,120.00001034444739,24.474129
mp-1023948,TeMoSe,P3m1,6,1,1,2,2,MoSeTe,120.00000818822367,24.365285
mp-1025150,Cu2WSe4,P-42m,7,2,3,1,4,Cu2WSe4,90.0,5.391035
mp-1025180,Mn(CrSe2)2,C2/m,7,2,2,1,2,CrMnSe2,90.0,-5.696624
mp-1025195,Nb2VSe4,C2/m,7,2,3,1,4,Nb2VSe4,90.0,-5.744267
mp-1025203,Ti2VSe4,C2/m,7,2,3,1,4,Ti2VSe4,90.0,-5.717862
mp-1025207,Ti(CrTe2)2,C2/m,7,2,2,1,2,CrTiTe2,90.0,-6.192869
mp-1025219,Ti2VTe4,C2/m,7,2,3,1,4,Ti2VTe4,90.0,-6.141573
mp-1025222,ZnPd5Se,P4/mmm,7,2,6,1,1,Pd5ZnSe,90.0,7.069546
mp-1025232,V2CrSe4,C2/m,7,2,3,1,4,CrV2Se4,90.0,-5.626275
mp-1025235,Fe(CoSe2)2,C2/m,7,2,2,1,2,CoFeSe2,90.0,-5.379087
mp-1025239,Cr2CoTe4,C2/m,7,2,3,1,4,CoCr2Te4,90.0,-5.948616
mp-1025278,V2CrTe4,C2/m,7,2,3,1,4,CrV2Te4,90.0,-6.108995
mp-1025279,Ti(CrSe2)2,C2/m,7,2,2,1,2,CrTiSe2,90.0,-5.74115
mp-1025281,Ti2NiSe4,C2/m,7,2,3,1,4,NiTi2Se4,90.0,-5.48822
mp-1025282,Ti(VTe2)2,C2/m,7,2,2,1,2,TiVTe2,90.0,-6.07776
mp-1025340,Cu2WSe4,I-42m,7,2,3,1,4,Cu2WSe4,90.0,11.407505
mp-1025344,V(CrTe2)2,C2/m,7,2,2,1,2,CrVTe2,90.0,-6.131682
mp-1025345,Ti2CrTe4,C2/m,7,2,3,1,4,CrTi2Te4,90.0,-6.137994
mp-1025359,Fe(NiSe2)2,C2/m,7,2,2,1,2,FeNiSe2,90.0,-5.413841
mp-1025371,CdPd5Se,P4/mmm,7,2,6,1,1,CdPd5Se,90.0,7.163814
mp-1025380,Cr2FeTe4,C2/m,7,2,3,1,4,Cr2FeTe4,90.0,-5.961214
mp-1025629,Te6Mo2W,P3m1,9,2,3,1,6,Mo2WTe6,119.99998573850048,32.57431
mp-1025649,Te6Mo2W,P-6m2,9,2,3,1,6,Mo2WTe6,120.0000097468008,32.571112
mp-1025678,Te6MoW2,P3m1,9,2,3,1,6,MoW2Te6,119.99998808952787,32.583801
mp-1025728,Te2Mo3Se4,P-6m2,9,1,3,2,6,Mo3Se4Te2,120.00000205295903,31.373546
mp-1025787,Mo(WSe3)2,P3m1,9,2,2,1,3,MoWSe3,119.99999418999079,30.713382
mp-1025815,Mo2WSe6,P-6m2,9,2,3,1,6,Mo2WSe6,120.00001304032784,30.716406
mp-1025876,Te2Mo3Se4,P3m1,9,1,3,2,6,Mo3Se4Te2,120.00001272904251,31.414335
mp-1025905,Mo2WSe6,P3m1,9,2,3,1,6,Mo2WSe6,120.00000650328829,30.681367
mp-1026349,Te2W3Se4,P-6m2,9,1,3,2,6,W3Se4Te2,120.00000289797387,31.482669
mp-1026351,Te6MoW2,P-6m2,9,2,3,1,6,MoW2Te6,120.00000036201449,32.586444
mp-1027682,TeMo2Se3,P3m1,12,1,2,2,4,Mo2Se3Te,120.00000585591845,38.496525
mp-1027683,TeMoSe,P3m1,12,1,1,2,2,MoSeTe,119.99999068435474,39.07257
mp-1027818,TeMo2Se3,P3m1,12,1,2,2,4,Mo2Se3Te,119.99999975979927,38.401514
mp-1028409,Mo3WSe8,P3m1,12,2,4,1,8,Mo3WSe8,119.99999540319273,37.825315
mp-1028420,Mo3WSe8,P3m1,12,2,4,1,8,Mo3WSe8,119.9999887293953,37.824914
mp-1028452,Te3W2Se,P3m1,12,1,2,2,4,W2SeTe3,119.99999689591066,39.69917
mp-1028459,TeWSe,P-3m1,12,1,1,2,2,WSeTe,119.99999457445998,39.211083
mp-1028514,MoWSe4,P-3m1,12,2,2,1,4,MoWSe4,119.99999918136663,37.845226
mp-1028576,Te8MoW3,P3m1,12,2,4,1,8,MoW3Te8,120.00000216630153,40.126757
mp-1028594,Te4MoW,P-3m1,12,2,2,1,4,MoWTe4,120.00000834709675,40.136006
mp-1028749,TeWSe,P3m1,12,1,1,2,2,WSeTe,120.00000008847812,39.193603
mp-1028823,MoW3Se8,P3m1,12,2,4,1,8,MoW3Se8,119.9999962365506,37.840939
mp-1028978,MoWSe4,P-3m1,12,2,2,1,4,MoWSe4,119.9999929674093,37.850556
mp-1029256,Te4MoW,P3m1,12,2,2,1,4,MoWTe4,120.00000505061652,40.104164
mp-1030106,Te4MoW,P-3m1,12,2,2,1,4,MoWTe4,120.00000987838519,40.107745
mp-1030108,Te8MoW3,P3m1,12,2,4,1,8,MoW3Te8,120.00000715335301,40.148187
mp-1030155,Te8Mo3W,P3m1,12,2,4,1,8,Mo3WTe8,119.99999677325285,40.1072
